id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
531,92742,Helbreath,NULL,1999-08-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
1088,43768,Spriggan: Lunar Verse,"Lunar Verse takes place in the same world as the manga and film but focuses on a new character and goes for a different visual style. Oshiki Tashiki is a new Striker in the ARCAM Private Army, which seeks out ancient artifacts and keeps them from enemies who wish to turn a cold war into an actual one.",1999-06-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
1134,789,MiG Alley,NULL,1999-11-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
1261,94744,beatmania complete MIX,NULL,1999-01-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
1324,901,The Wheel of Time,NULL,1999-10-31 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
2181,148421,Picross NP Vol. 2,NULL,1999-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
2192,148430,Picross NP Vol. 4,NULL,1999-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
2223,148428,Picross NP Vol. 3,NULL,1999-08-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
2236,43801,Pop'n Tanks,NULL,1999-07-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
2256,76894,Picross NP Vol. 1,NULL,1999-04-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
2287,148431,Picross NP Vol. 5,NULL,1999-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
2894,41441,Brickout!,NULL,1999-01-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
2898,75502,Pachinko Pocket Parlor Guide,NULL,1999-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
3068,38664,Last Stand,NULL,1999-04-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
3235,83305,Pachinko Sexy Reaction 2,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
3319,3439,Armorines: Project S.W.A.R.M.,NULL,1999-11-30 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
3478,77295,Elan Doree,NULL,1999-01-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
3631,11091,Amerzone: The Explorer's Legacy,NULL,1999-03-18 00:00:00.000,2,NULL,NULL,NULL,72.6087,8
3700,117319,New Robinson,NULL,1999-12-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
3756,97867,Pro Mahjong Tsuwamono 64: Jansou Battle ni Chousen,NULL,1999-11-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
4036,41474,King of the Mountain,NULL,1999-01-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
4076,120515,Splatterball Plus,NULL,1999-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
4154,37492,SD Gundam: Emotional Jam,NULL,1999-06-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
4300,75456,Dokodemo Mahjong Color,NULL,1999-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
4302,3614,Tonic Trouble,NULL,1999-08-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
4643,65641,Cardcaptor Sakura: Itsumo Sakura-chan to Issho!,NULL,1999-05-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
4808,63781,Robbit Mon Dieu,NULL,1999-10-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
4870,78744,Winning Post 4,NULL,1999-09-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
4872,20132,Wild Metal Country,NULL,1999-12-31 00:00:00.000,NULL,NULL,80.0000,0,NULL,NULL
5203,28398,SNK vs. Capcom Card Fighters' Clash - Capcom Card Fighter's Version,NULL,1999-11-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
5314,64157,Alex Builds His Farm,"Alex is a lively and cheerful little boy who loves nature and animals. He often goes running along the forest paths with his dog Oscar. All the animals in the forest know him. Alex is also a great dreamer. Sometimes he sits under a tree and turns the pages of his favourite book: The Big Farming Book.  He sits there enjoying the sun, cooled by a gentle breeze. On such occasions Alex sometimes falls asleep and dreams of a magnificent farm with cows, funny little hens and affectionate horses. One day, Alex and Oscar went running in a field at the edge of the forest. In the middle of the field stood a scarecrow to keep the crows away. When Oscar and Alex passed close to the scarecrow they heard a strange noise. Alex was surprised and looked all around, but couldn't see anything strange or unusual. Just as Alex and Oscar were about to continue their race, Alex heard the noise again. It was as if someone was calling him: - Psst! Pssst! Alex, it's me! It was the scarecrow! Alex couldn't believe his eyes. - But...! You can speak! said Alex in surprise. -Yes, of course I can speak, said the scarecrow. But I only speak to children who like animals and nature. Like you, Alex! The scarecrow had a big smile. He looked nice and funny at the same time. He spoke again: -You know what Alex? I often see you sleeping under a tree in the forest. Did you know that when you dream in the middle of the forest, your dreams can come true? - Er... No, I didn't know that, said Alex. -Well, because you're a good little boy and you love nature so much, I'm going to tell you a secret: when you wake up, all you have to do is concentrate very intensely on your dream and do everything you canto make it come true! - That's easy! said Alex. - Yes! But above all, you mustn't forget to have fun! Other wise, it's no longer a dream! - Thanks, Mr Scarecrow! That's a great secret! - Bye, bye! As soon as Alex had finished talking with the scarecrow, he and Miro ran faster than ever in the direction of a large oak tree, the most majestic tree in the forest. Alex was keen to see if the scarecrow had been telling the truth. He sat down under the tree and shut his eyes. He listened to the birds singing and the sound of the wind in the trees, but Alex couldn't manage to fall asleep. He was far too excited by the scarecrow's secret! So he picked up his favourite book, the Good Farmer's Handbook and started to look at the pictures one after the other. Little by little, his eyelids shut and he fell asleep. And dreamt... He dreamt of his family, and a magnificent farm.",1999-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
5678,77505,World Neverland 2: Pluto Kyouwakoku Monogatari,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
5827,37500,Kakutou Ryouri Densetsu Bistro Recipe: Wonder Battle Hen,NULL,1999-10-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
6051,8540,Extreme Paintbrawl 2,NULL,1999-11-15 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
6611,8431,Boss Rally,NULL,1999-04-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
6857,4654,No Fear Downhill Mountain Biking,NULL,1999-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
7147,28399,SNK vs. Capcom Card Fighters' Clash - SNK Card Fighter's Version,NULL,1999-11-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
7233,112655,Deer's Revenge,NULL,1999-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
7333,112896,Die schwarzen Reiter,NULL,1999-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
7697,29326,Mob Rule Classic,NULL,1999-09-08 00:00:00.000,2,NULL,NULL,NULL,70.0000,1
7911,122887,Cookie's Bustle,NULL,1999-03-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
7959,39446,Emergency Call Ambulance,NULL,1999-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
8383,112575,Yukyu Gensokyoku 3: Perpetual Blue,NULL,1999-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
8625,117955,Lingo,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
8824,113550,El Castell dels Monstres,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
9135,91811,Furby: Big Fun in Furbyland,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
9179,138307,Close Combat Trilogy,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
9211,120886,Dream Land: Final Solution,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
9543,830,PGA Championship Golf 1999 Edition,NULL,1999-05-31 00:00:00.000,NULL,NULL,80.0000,1,NULL,NULL
9663,43829,Love Love Truck,NULL,1999-07-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
9842,47617,Pachi-Slot Aruze Oukoku Pocket: Hanabi,NULL,1999-11-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
9903,64032,Midway Presents Arcade Hits: Moon Patrol/Spy Hunter,NULL,1999-05-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
10100,46370,UEFA Striker,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
10345,123047,Derby Stallion 99,NULL,1999-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
10426,54012,Expendable,"Somewhere in the future a hostile alien race conquers most of the galaxy. Scientists developed the “Millennium Soldier” project by cloning two super-soldiers. Armed with blasters they will battle scores of monsters, robots and boss aliens to save us and get a well-earned reward.  In 2463 a race of vicious aliens has invaded human planets, wiping out the population of Novocastria first. Only the Millennium Soldier can lead the human fightback.",1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,60.0000,1
10451,3162,The Monkey Wrench Conspiracy,"The Monkey Wrench Conspiracy transports you into an intergalactic world where the evil ""Dr. Monkey Wrench"" has hijacked the Copernicus space station. As Moldey the secret agent dispatched to deep space to rescue the hijacked space station, you must design everything you need to survive and carry out your mission starting with the simple trigger you'll need to destroy your opponent. If your design is flawed, your fate is doomed!",1999-12-30 00:00:00.000,2,1,NULL,NULL,NULL,NULL
10483,45125,NHL Blades of Steel,NULL,1999-08-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
10763,46968,Saga: Rage of the Vikings,NULL,1999-06-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
11392,45155,Mortal Kombat Gold,NULL,1999-10-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
11791,44387,Oekaki Logic 2,NULL,1999-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
11815,37475,Terrors,NULL,1999-09-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
12109,68724,Deer Avenger 2: Deer in the City,NULL,1999-09-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
12342,135737,Cap'n Crunch's Crunchling Adventure,"The game takes place in Volcanica, a place populated by Crunchlings at the center of the Earth. The city's mines have been infiltrated by thieves looking to steal all the crunchium, which is needed to produce Cap'n Crunch cereals. Cap'n Crunch attempts to remedy the situation by having a crunchling challenge the thieves to an athletic competition. The crunchling trains for the challenge by practicing three games, each teaching a different skill.",1999-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
12473,73659,Swing Plus: Total Mindcontrol,NULL,1999-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
12495,92425,Medarot R,NULL,1999-11-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
12573,3190,Battle Hunter,NULL,1999-12-22 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
12752,62897,Pet Pet Pet,NULL,1999-10-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
12806,44783,Nyanyan Ga Nyan - Light Fantasy Gaiden,NULL,1999-11-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13106,153816,Get Mushi Club: Minna no Konchuu Daizukan,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13151,25916,Uncle Albert's Fabulous Voyage,"Tom the chameleon is in grave danger. Can you trace Uncle Albert's route to the four corners of the Earth in order to save Tom? From Istanbul to Zanzibar, passing by Borneo, the Amazon, and numerous other far away places, Uncle Albert will take children on an amazing journey full of surprises and unexpected trails. Crocodiles, carnivorous plants, mischievous crabs, and a magic recipe--Uncle Albert is counting on his young companions to overcome the obstacles in his path. Kids go on four different missions in a world full of realistic backgrounds and poetic humor. The program also features pages kids can personalize and print.",1999-10-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13209,70681,Mall Maniacs,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13333,131370,Neopets Browser,NULL,1999-11-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13458,3459,Chōkūkan Night: Pro Yakyū King 2,NULL,1999-03-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13805,39478,L.A. Machineguns: Rage Of The Machines,NULL,1999-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13893,3462,Custom Robo,NULL,1999-12-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13931,3469,Densha de GO! 64,NULL,1999-07-30 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
14164,11605,The Typing of the Dead,"The plot of the game closely follows that of House of the Dead 2.[2] The story begins on February 26, 2000, when several AMS agents have been dispatched to investigate a zombie outbreak in Venice, Italy. The player can control two characters, James and Gary, who are sent to find the original game's ""G"" and then tasked with restoring order.Responsibility for the outbreaks is soon traced to ""Goldman,"" a banking tycoon and scientist who attempts to end human control of the earth. Much of the game revolves around destroying Goldman's creations, concluding with the final boss of ""the Emperor."" One of three possible humorous ending sequences occurs, depending on the answers given to the questions asked to defeat the Emperor.",1999-12-31 00:00:00.000,3,NULL,80.0000,1,65.4801,12
14347,70509,Cricket World Cup 99,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14475,120516,Whitetail Extreme,NULL,1999-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
14551,71846,Extreme Bullrider,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14576,267,Deer Hunter 3: The Legend Continues,NULL,1999-10-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
14902,139118,Pacapaca Passion,NULL,1999-06-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
15222,75443,SNK vs Capcom Cardfighters Clash SNK,NULL,1999-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
15336,27351,Dragon Valor,NULL,1999-12-02 00:00:00.000,3,NULL,NULL,NULL,NULL,NULL
15518,78975,pop'n music 2,NULL,1999-02-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
15952,8503,Duke Nukem: Zero Hour,NULL,1999-08-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
16023,72103,Snowboard Kids Plus,NULL,1999-01-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
16236,4636,Fighter Maker,NULL,1999-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
16313,75491,Neo 21,NULL,1999-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
16488,129517,Dark World,NULL,1999-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
16648,44927,Ultimate 8 Ball,NULL,1999-07-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
16691,69682,The Adventures of Elmo in Grouchland,NULL,1999-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
16759,48955,Cool Hand,NULL,1999-01-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
16813,95453,Wild Turkey Hunt,NULL,1999-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
16913,71409,Jane's USAF,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
16960,37508,Ganso JaJaMaru-kun,NULL,1999-05-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
17424,94377,Lawyer Hunt,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
17446,114408,Inherent Evil - The Haunted Hotel,"It¹s been 20 years since your parents were murdered at the Reed Hotel; only you and your brother escaped. Your brother returns to the hotel your parents owned, hoping to re-open it. Now he is suddenly missing. Are you next? You rush to the hotel to investigate, but mysterious sounds and gruesome events from that frightful night 20 years ago plague your efforts... and so do your dead parents!    It's up to you to make your way through the hotel, finding clues to unlock the dark secrets of Inherent Evil.",1999-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
17622,123688,Days of Oblivion 2 - Frozen Eternity,NULL,1999-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
17851,143645,Air Race Championship,NULL,1999-04-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19050,3522,J-League Tactics Soccer,NULL,1999-01-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19209,5915,The New Adventures of Mary-Kate & Ashley,NULL,1999-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19260,28401,Faselei!,NULL,1999-12-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19280,187303,Ballistic,NULL,1999-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19404,3372,Lode Runner 3-D,NULL,1999-03-26 00:00:00.000,NULL,NULL,62.0000,1,NULL,NULL
19623,43994,SNK vs. Capcom: Match of the Millennium,NULL,1999-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19643,44856,Adventure Of Little Ralph,NULL,1999-07-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19994,43794,Virus: It is Aware,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
20344,43992,Baseball Stars Color,NULL,1999-03-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
20492,116960,Raising Dead,NULL,1999-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
20648,80092,Wild Metal,NULL,1999-05-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
20688,64930,Milano no Arbeit Collection,NULL,1999-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
20709,37704,Patriots Remix,NULL,1999-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
20960,1217,Shenmue,NULL,1999-12-29 00:00:00.000,40,NULL,90.0000,1,85.3559,100
21024,32842,Imperium Galactica II: Alliances,NULL,1999-12-01 00:00:00.000,2,NULL,NULL,NULL,80.0000,0
21139,21840,Mr. Driller,NULL,1999-10-01 00:00:00.000,1,NULL,80.0000,1,88.3541,6
21676,106041,Aquanaut's Holiday 2,NULL,1999-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
21781,43836,Tenchu: Shinobi Hyakusen,NULL,1999-12-11 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
21827,863,Sid Meier's Alpha Centauri,NULL,1999-02-12 00:00:00.000,18,NULL,91.0000,1,90.4192,39
22219,8306,G-Police: Weapons of Justice,NULL,1999-08-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22318,171238,Mystery Island,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22321,10918,BoomBots,NULL,1999-10-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22461,43807,Arkanoid R 2000,NULL,1999-08-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22543,171230,Grey Tower,NULL,1999-01-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22582,10908,Frame Gride,NULL,1999-07-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22746,115758,Nutcracker,"The king was so happy that he invited all of his subjects to a royal Christmas feast. The tower bells were rung and the people laughed and danced in honor of the new Princess. Hidden in the shadows, the Queen of Rats watching grew angrier and angrier.    Do not fear, for there is hope. A brave Knight can rid the little Princess of the evil spell, at a special time, on one particular day in a year. It is on Magical Christmas Night.    By arming himself with a popgun, the Brave Knight cannot only be more successful fighting his enemies but he can also break the glass, Christmas balls that block his way. The Christmas baloons can be popped with the saber.    So brave Knight, if you are very courageous, go ahead and give it a try. Do your best to avoid the King and Queen of Rats and rescue the beautiful little Princess on Magical Christmas Night!",1999-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
22783,43985,Puzzle Link 2,NULL,1999-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
23211,14986,Legend of Mana,"Legend of Mana is set in the fictional world of Fa'Diel. The Mana Tree, the giver of mana and life for the world, burned down nine centuries prior to the events of the game. A war erupted between faeries, human, and others seeking the scarce power of mana that was left. When the war concluded, the drained Mana Tree slept and the many lands of the world were stored in ancient artifacts. A hero, controlled by the player, is self-charged with restoring the world, and its mana, to its former self. The Lands of Fa'Diel are populated with a large number of different creatures, including humans, faeries, demons, the jewel-hearted Jumi race, plant-like Sproutlings and Flowerlings, miner bears called Dudbears, and shadowy beings of the Underworld known as Shadoles. Fa'Diel is also the home of a host of anthropomorphic animals and objects, as well as monsters from other Mana titles such as Rabites, Chobin Hoods, and Goblins.",1999-07-15 00:00:00.000,11,NULL,NULL,NULL,80.6147,29
23436,178356,Five Generations,NULL,1999-06-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
23721,50343,Bugdom,NULL,1999-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
23743,132805,Dancing Stage featuring TRUE KiSS DESTiNATiON,NULL,1999-07-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
24146,22676,Striker Pro 2000,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
24330,79825,Physicus: Save the World with Science!,NULL,1999-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
24331,93071,Half-Life: Uplink,NULL,1999-02-12 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
24437,77793,RC de GO!,NULL,1999-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
24484,49979,Zebco Fishing,NULL,1999-09-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
24510,183628,3D Ultra Cool Pool,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
24513,47621,Pachinko Hisshou Guide: Pocket Parlor,NULL,1999-12-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
25006,91769,beatmania GB,NULL,1999-03-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
25165,128793,Krakels ABC: Stava,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
25551,45307,Fighting Eyes,NULL,1999-01-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
25692,232,Half-Life: Opposing Force,"Opposing Force opens with Shephard riding on a V-22 Osprey with his squad. His squad discuss their deployment, somewhat irritated that they have not been told what they are being deployed for. However, as they are nearing their Landing Zone at Black Mesa, airborne alien creatures attack the Osprey formation, causing Shephard's Osprey to crash land. Shephard regains consciousness in a Black Mesa medical bay, tended to by the science team, learning that the Marines are being steadily beaten by the alien forces from Xen and orders have come through to pull out. Consequently, Shephard departs to reach an extraction point and escape the facility. However, Shephard is prevented from reaching the extraction point by the enigmatic G-Man, forcing the evacuation craft to leave without him.  Other Marines who have also been left behind team up with Shephard and attempt to reach another extraction point near Black Mesa's Lambda Complex, but en route they come under attack from black operations units seeking to thoroughly contain the situation and eliminate all survivors. Shephard makes it to the Lambda Complex alive, and briefly sees Gordon Freeman as the latter teleports to Xen in the final stages of Half-Life. To escape the teleportation chamber, Shephard is forced to enter a separate portal, briefly taking him to Xen before depositing him in an entirely different area of the facility. The facility is now heavily damaged, and it soon becomes clear that a new alien race, Race X, has exploited the situation to mount a localized invasion, attacking both human and Xen forces in Black Mesa indiscriminately. Fighting between the black operations units and Race X quickly intensifies.  Shephard soon encounters more stranded Marine units in the wreckage of the base, and tries to break through the black operations units to reach an escape point past the facility's storage unit, but meets heavy resistance from both Race X and the black operations units. A surviving Black Mesa security guard reveals to Shephard that the black operators intend to detonate a tactical nuclear weapon in the base, thereby totally sealing it off and killing everything in it. After successfully neutralizing the guarding black operations unit, Shephard disarms the device and proceeds to the nearby storage areas, intent on escape. However, the G-Man rearms the device as Shephard departs. The storage unit has become a thick battleground between Race X and the black operation units, and although Shephard manages to evade them, he is informed by another security guard that something very large is coming through an alien portal blocking the exit path.  At the portal, Shephard discovers a gene worm, a massive creature facilitating the Race X invasion. Shephard is able to kill the creature, but just afterwards he is teleported onto an Osprey by the G-Man. As the G-Man congratulates Shephard on his accomplishments, the nuclear device detonates in the background, destroying Black Mesa. The game closes with the G-Man detaining Shephard someplace where he can tell no one of what he has seen and cannot be harmed, pending further evaluation.",1999-11-10 00:00:00.000,98,NULL,70.0000,1,80.7367,249
26019,188,Indiana Jones and the Infernal Machine,NULL,1999-11-23 00:00:00.000,8,NULL,90.0000,1,76.9414,24
26043,41481,Air Strike,NULL,1999-01-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26315,141439,Spooky Castle: The Adventures Of Kid Mystic,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26372,42245,Famicom Bunko: Hajimari no Mori,NULL,1999-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26623,108165,Little Lovers: She So Game,NULL,1999-09-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26998,75452,Master of Syougi Color,NULL,1999-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27012,243,Who Wants to Be a Millionaire,NULL,1999-11-23 00:00:00.000,1,NULL,60.0000,1,78.0890,12
27166,15430,The King of Fighters '99: Millennium Battle,NULL,1999-01-22 00:00:00.000,6,NULL,NULL,NULL,76.9989,35
27536,45851,Industrial Spy: Operation Espionage,NULL,1999-09-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27700,50562,Hello Kitty no Magical Museum,NULL,1999-05-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
28242,94597,Deluxe Ski Jump,NULL,1999-07-04 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
28332,3371,Hot Wheels Turbo Racing,NULL,1999-08-31 00:00:00.000,NULL,NULL,NULL,NULL,63.8922,6
28552,19239,Ultimate Tapan Kaikki,NULL,1999-12-31 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
29211,98433,Escape,NULL,1999-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
29441,64504,Hugo 2 1/2,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
29449,18299,Shaolin,NULL,1999-08-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
29784,41473,Land Battle,"The game can be played on any of thousands of different countryside maps -- the first thousand of which are selectable at the beginning of the game. All of these maps show roads, towns, hills, lakes, forests, orchards, and fields, and these geographic features impose restrictions and necessitate clever planning on the part of the player.    At the beginning of the game each player has control of the following military resources:     12 infantry   3 armored personnel carriers   2 tanks   1 artillery piece   2 bazookas   2 mortars   1 flag    You can capture opposing forces which subsequently become yours.    In order to wage an effective war, you must allocate your resources into patrols, direct the patrols across the map, encounter enemy patrols, fight battles, besiege towns, and eventually capture or destroy the enemy flag.",1999-01-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
29850,41855,Final Fantasy Collection,NULL,1999-03-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
29977,43968,Neo Derby Champ Daiyosou,NULL,1999-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
30017,6224,Need for Speed: V-Rally 2,NULL,1999-10-31 00:00:00.000,3,NULL,NULL,NULL,79.9789,9
30029,62873,Community Pom,NULL,1999-06-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
30196,61918,Jissen Pachi-Slot Hisshouhou! Single: Kamen Rider V3,NULL,1999-10-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
