id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
55855,10621,V-Rally Edition '99,NULL,1999-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
55875,71864,Super Bowling,NULL,1999-03-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
55898,22823,Superbike World Championship,NULL,1999-03-28 00:00:00.000,NULL,NULL,82.0000,1,NULL,NULL
55902,94374,Revive... Sosei,NULL,1999-10-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
55913,3600,Shadowgate 64: Trials of the Four Towers,NULL,1999-05-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
55964,44031,Sesame Street: Elmo's Number Journey,NULL,1999-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
56011,10611,Sesame Street: Elmo's Letter Adventure,NULL,1999-11-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
56021,166500,Devicereign,NULL,1999-02-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
56028,2644,Rocket: Robot on Wheels,NULL,1999-10-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
56141,3582,Rally Challenge 2000,NULL,1999-08-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
56185,43681,Ruff & Tumble,NULL,1999-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
56200,61239,PGA European Tour Golf,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
56409,43718,NBA In The Zone 2000,NULL,1999-11-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
56547,43981,Shanghai Mini,NULL,1999-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
56588,3549,NBA Courtside 2 Featuring Kobe Bryant,NULL,1999-10-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
56762,185993,Jikkyou J-League 1999: Perfect Striker 2,NULL,1999-07-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
56897,64409,Momotaro Dentetsu V,NULL,1999-12-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
57276,37884,Mortal Kombat Mythologies: Gold 2000,NULL,1999-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
57339,127321,Meteor,"Meteor is an orbital ion cannon that protects the Earth from meteor and other large objects flying though space. Its deadly secret is that this device was in fact built to take out ground targets, for example any major city could be destroyed in seconds once the cannon is in position.    You are Sergeant Ash, an anti terrorist specialist.    During training exercises in Africa you are suddenly recalled and flown to HQ for a top-secret briefing:    We are sorry to bring you in at such short notice Sergeant. Two days ago rebel forces took the Meteor complex by storm, they are our holding many of our troops captive. The situation has been in deadlock for some days now, we can't even get close without threats of mass destruction. We are considering these as very real threats even though we are not sure whether the rebels have the encrypted firing codes.    We need you to move in now, just be careful because there sill is plenty of fighting breaking out with the rebel forces, if they find out that we have sent someone inside the complex the situation could grow far more serious.    It is not your job to get involved with the fighting, your job is to simply carry out a number of key objectives that will feed you after you are inside. We need you to work on saving the Meteor complex while our troops attempt to hold firm.    Don't let us down Sergeant, you are best we have got.    Good luck.",1999-03-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
57429,17273,The Rocky Interactive Horror Show Game,NULL,1999-03-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
57499,94327,Biosys,NULL,1999-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
57609,49935,Sesame Street: The Adventures of Elmo in Grouchland,NULL,1999-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
57618,56738,Pachi-Slot Aruze Ōkoku,NULL,1999-06-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
57628,73835,Man of War II: Chains of Command,NULL,1999-04-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
57641,166496,Yagami Hiroki no Game-Taste: Munasawagi no Yokan,NULL,1999-05-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
57846,9930,Civilization: Call to Power,NULL,1999-03-01 00:00:00.000,2,NULL,67.0000,1,62.2852,10
58028,13770,The Famous Five: Treasure Island,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
58038,45002,NFL Xtreme,NULL,1999-08-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
58072,37571,Medarot: Perfect Edition - Kabuto Version,NULL,1999-05-04 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
58179,70632,beatmania 4thMIX ~the beat goes on~,NULL,1999-04-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
58426,12896,London Racer,NULL,1999-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
58595,9316,X: Beyond the Frontier,"The Human Race had advanced to the point where we could travel among the stars, we developed giant automated machines to help us colonise other worlds, but there was a fault in their programming and they turned and attacked. Forcing us to lay a trap to protect Earth and exiling the Human race to stay on Earth once again.  500 Years later Kyle Brennan starts his journey by piloting an experimental ship equipped with a new piece of technology allowing it to cross vast distances on its own. However it malfunctions and traps him in a group of sectors inhabited by Aliens, hunted and with no way home, this is his story of survival... Beyond the Frontier...",1999-07-01 00:00:00.000,2,NULL,30.0000,1,76.5104,6
58691,64226,Rockett's Camp Adventures,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
58824,37462,Yosou Shin Karon,NULL,1999-10-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
59096,118558,Ted Nugent - Wild Hunting Adventure,NULL,1999-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
59355,10735,3D Ultra Lionel Traintown,NULL,1999-08-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
59399,180223,Baldrhead: Busou Kin'yuu Gaiden,"It's the future where the technology is being over-used and at the same time conflicts between countries and religion occur which causes a loss in theory and technology. The world is now in corrupted towns with ruins of ancient technology everywhere. The story takes place in future Japan,and the hero of the game is an ex-mercenary called Bloody Baldy who earns his living by being an armament banker...",1999-07-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
59459,73638,The Guardian of Darkness,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
59603,45908,Solar Crusade,NULL,1999-02-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
59629,61255,Junjou de Karen: Meymay Kishi-dan: Spectral Force Seishoujo Gaiden,NULL,1999-11-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
59717,43854,Initial D,NULL,1999-01-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
59873,37526,Anchorz Field,NULL,1999-07-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
59972,43973,Pocket Love: If,NULL,1999-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
59973,43980,Neo Cherry Master Color,NULL,1999-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60656,129142,Landing High Japan,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60812,165202,Wall Street Tycoon,NULL,1999-10-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61203,45785,Death Crimson 2,NULL,1999-12-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61304,62874,London Seirei Tantei-Dan,NULL,1999-05-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61324,3434,64 Oozumou 2,NULL,1999-03-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61396,667,Descent 3,NULL,1999-06-17 00:00:00.000,5,NULL,NULL,NULL,79.9415,10
61509,127121,Webmaster - Fantastic Adventures in the World of the Internet,NULL,1999-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
61544,708,Flanker 2.0,NULL,1999-09-30 00:00:00.000,1,NULL,70.0000,1,NULL,NULL
61564,6725,Coaster Works,NULL,1999-12-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61591,3524,Jikkyou GI Stable,NULL,1999-04-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61593,3710,Airforce Delta,NULL,1999-07-29 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
61748,43749,Klaymen Gun-Hockey,NULL,1999-12-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62012,43995,Sore Ike!! Hanafuda Dojo,NULL,1999-12-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62329,37531,Mobile Suit Gundam MSVS,NULL,1999-09-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62591,166567,Circadia,NULL,1999-01-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62635,63928,Startling Odyssey 1: Blue Evolution,NULL,1999-07-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62916,146178,Ferazel's Wand,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63131,166577,Doki-doki on Air 2,NULL,1999-03-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63192,91738,Formula Nippon,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63199,166583,Endless Season,NULL,1999-07-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63554,43832,Athena ~Awakening from the ordinary life~,NULL,1999-04-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63575,49945,Rugrats: Time Travellers,NULL,1999-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63581,97875,Pro Mahjong Kiwame Tengensenhen,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63616,130005,CrossTown 2 - Ängeln,NULL,1999-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
63664,181509,Pokémon Project Studio Red,NULL,1999-11-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63671,181515,Pokémon Project Studio Blue,NULL,1999-11-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63953,49829,R-Type DX,NULL,1999-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63988,20564,Carnivores 2,"The DinoHunt Corporation continues to allow people to hunt dinosaurs on the planet FMM UV-32. After further exploration of the dinosaur planet, more islands have been opened to a growing number of customers.",1999-10-31 00:00:00.000,1,NULL,NULL,NULL,62.8398,5
64004,115778,Opening Weekend - Varmint Season,NULL,1999-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
64184,140020,Noise City Osaka,"In 1998, the Osaka area completed the public relations tower ""Babel"". The NET war, in which companies and students fight for the rights of the tower begins!",1999-03-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64206,166590,Chou Jiryoku Senshi Microman Generation 2000,NULL,1999-12-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64295,10665,Charlie Blasts Territory,NULL,1999-04-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64525,80777,"Sabrina, the Teenage Witch: Spellbound",NULL,1999-08-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64530,69072,Dive Alert: Matt's Version,NULL,1999-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64539,166592,Shin Masou Kishin Panzer Warfare,NULL,1999-11-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64610,93,Need for Speed: High Stakes,NULL,1999-01-21 00:00:00.000,11,NULL,NULL,NULL,72.9818,63
64762,120887,HyperCore: Out of Dimension,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64770,80673,beatmania IIDX substream,NULL,1999-07-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64852,2328,Mario Party 2,NULL,1999-12-17 00:00:00.000,27,NULL,NULL,NULL,78.1737,82
64929,23154,NCAA Final Four 99,NULL,1999-02-13 00:00:00.000,NULL,NULL,63.0000,1,NULL,NULL
64970,108753,Tokimeki Memorial Pocket Culture Version: Komorebi no Melody,NULL,1999-02-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64991,37567,Mingle Magnet,NULL,1999-12-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65161,355,Quake III Arena,NULL,1999-12-02 00:00:00.000,228,NULL,86.6667,3,83.6354,294
65197,44790,Magical Drop F: Daibouken Mo Raku Janai!,NULL,1999-10-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65199,166597,Chou Hatsumei Boy Kanipan: Hirameki Wonderland,NULL,1999-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65608,22541,LMA Manager,NULL,1999-09-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65726,37560,Puyo Puyo Tsuu,NULL,1999-03-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65855,37494,Sangokushi,NULL,1999-05-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65947,40981,Captain Tomaday,NULL,1999-01-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65961,142135,Sekiryuuou,NULL,1999-10-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66074,43979,Neo Mystery Bonus,NULL,1999-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66164,51179,The Next Tetris,NULL,1999-01-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66223,25249,Juggernaut,NULL,1999-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66229,45106,3Xtreme,NULL,1999-05-21 00:00:00.000,NULL,NULL,NULL,NULL,76.9812,7
66417,37504,Harobots,NULL,1999-11-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66423,37466,Wonder Stadium '99,NULL,1999-10-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66485,44828,Dr. Slump,NULL,1999-04-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66679,177034,Virus: The Battle Field,NULL,1999-04-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66975,85241,Kutar Jump Rope,NULL,1999-12-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67025,2791,Rugrats: Time Travelers,NULL,1999-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67079,60596,Panekit: Infinitive Crafting Toy Case,NULL,1999-08-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67220,124913,Words Worth (ワーズ・ワース),NULL,1999-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
67333,39953,MoreMore,NULL,1999-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67393,40209,JoJo No Kimyou Na Bouken: Mirai E No Isan,NULL,1999-02-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
67526,43695,Tokimeki Memorial 2,NULL,1999-11-25 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
67609,67337,Catwoman,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67617,77907,Game & Watch Gallery 3,NULL,1999-04-08 00:00:00.000,NULL,NULL,66.0000,1,77.0000,3
67686,93595,What's Shenmue?,NULL,1999-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67786,3648,Xena: Warrior Princess,NULL,1999-09-30 00:00:00.000,4,NULL,NULL,NULL,62.8279,19
67802,64193,Typing Ougi: Hokuto no Ken Gekiuchi,NULL,1999-03-19 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
67970,3647,Xena: Warrior Princess - The Talisman of Fate,NULL,1999-11-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68173,4850,Nocturne,NULL,1999-10-31 00:00:00.000,3,NULL,90.0000,1,73.6993,5
68290,24513,Grand Prix World,NULL,1999-09-30 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
68523,47620,Shogi no Tatsujin Color,NULL,1999-04-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68605,63219,Power Pro-Kun Pocket,NULL,1999-04-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68629,46994,Panzer Elite,NULL,1999-10-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68671,22826,Big Air,NULL,1999-03-28 00:00:00.000,NULL,NULL,56.0000,1,NULL,NULL
68683,3534,Last Legion UX,NULL,1999-05-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68997,37532,Makaimura for WonderSwan,NULL,1999-07-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69016,44742,UFO: A Day in the Life,NULL,1999-07-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69094,675,Driver,"NYPD officer and former racing driver John Tanner is sent undercover by his boss Lieutenant McKenzie to discover the intentions of a crime syndicate led by Castaldi. McKenzie instructs Tanner to go to Miami and meet a pimp named Rufus. After arriving in Miami, Tanner uses his driving skills to prove himself to some gangsters in a parking garage, allowing him to become their getaway driver.    Tanner carries out jobs for various gangsters before meeting Rufus, who tasks Tanner with rescuing Jean-Paul, one of Rufus's associates. Rufus is later shot by his girlfriend Jesse. Needing more information for his investigation, Tanner apprehends Jesse and takes her to the police station, where she reveals that Jean-Paul is now in San Francisco.    Tanner goes to San Francisco, where he meets Castaldi, Jean-Paul's boss, and begins working directly for him. He also meets Rusty Slater, his former racing rival, who also works for Castaldi. Tanner later learns that Castaldi is working with a man named Don Hancock, who is running for president. He later suspects that Slater has been spying on him and wrecks Slater's car during a road chase, resulting in Slater being arrested.    The Castaldi family move to Los Angeles, where Castaldi plans to assassinate FBI agent Bill Maddox as part of Castaldi's plan to carry out a more high-profile assassination in New York. Tanner tells Leck, a police associate, to ensure Maddox turns up, otherwise Tanner's cover may be affected. The assassination on Maddox is successful, but the police ambush the gangsters, forcing Tanner to take them to safety. Tanner convinces the suspicious gangsters that Slater likely told the police about the planned assassination while under interrogation. Leck later tells Tanner that McKenzie recently met Marcus Vaughn, a corrupt FBI agent who is working with Castaldi and Hancock.    The Castaldi family then move to New York, the location of the planned high-profile assassination. Tanner is told by his police associates that McKenzie wants him to pull out of the undercover operation, as he is worried that Tanner's cover will not hold up much longer, and Leck tells Tanner that Hancock has bribed several members of the FBI. Tanner remains undercover and continues working for Castaldi, intent on discovering what he is planning.    Tanner eventually learns that Castaldi plans to assassinate the President of the United States, and Tanner is tasked with driving the President's car. However, he ignores all instructions and takes the President to safety. McKenzie then arrives and tells Tanner that Castaldi and all of his associates, including Hancock and Vaughn, have been arrested. He then tells Tanner to take his badge back, but Tanner refuses, suspecting that the police and FBI are involved in the job, corrupted by bribes due to Vaughn's involvement. Tanner leaves, ignoring McKenzie completely.",1999-06-25 00:00:00.000,52,NULL,95.0000,2,76.3695,142
69154,3589,Road Rash 64,NULL,1999-09-22 00:00:00.000,2,NULL,NULL,NULL,58.6495,5
69195,7622,Nancy Drew: Stay Tuned for Danger,NULL,1999-11-13 00:00:00.000,1,NULL,NULL,NULL,60.1048,8
69199,23659,Wings of Fury,NULL,1999-12-27 00:00:00.000,NULL,NULL,75.0000,0,NULL,NULL
69212,60113,For a Change,"""The sun has gone. It must be brought. You have a rock.""  It is set in a small world where the sun is gone, hidden behind the High Wall that casts an omnipresent shade. The player's goal is to bring back sunlight. The game's setting is somewhat surreal, containing such sights as giant glass cubes or machines that make lies true, and the language is characterized by odd word choices and a strange lexicon.",1999-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69314,22833,Army Men 3D,NULL,1999-03-28 00:00:00.000,1,NULL,NULL,NULL,66.0693,7
69426,72900,Cyber Org,NULL,1999-04-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69630,124682,The Will 2 - The Castle 1999,NULL,1999-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
69734,40226,Koro Koro Quest,NULL,1999-03-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69788,166657,Kuubo Senki,NULL,1999-02-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69897,45054,Scrabble: Crossword Game,NULL,1999-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69905,71832,F-22 Lightning 3,NULL,1999-04-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69934,137322,Captain Love!!,NULL,1999-03-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69962,14467,Steel Panthers: World War 2,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69965,77401,Natural Fawn killers,NULL,1999-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
70007,44760,I.Q. Final,NULL,1999-01-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70054,423,Final Fantasy Anthology,NULL,1999-09-30 00:00:00.000,5,NULL,NULL,NULL,80.2010,10
70079,37577,Kyousouba Ikusei Simulation: Keiba,NULL,1999-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70177,140832,Ecsaform,NULL,1999-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70514,77780,Asuka 120% Final Burning Fest.,NULL,1999-05-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70515,138893,Blue's Clues: Blue's Treasure Hunt,NULL,1999-09-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70697,46431,Disney's Villains' Revenge,NULL,1999-09-28 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
70759,49910,Caesars Palace II,NULL,1999-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70813,127141,Blast Thru,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71060,26637,Incredible Crisis,"It is grandmother Haruko's birthday. She wants everyone home early for her special day: the day that serves as a reminder that she has been alive for more years than she can remember. Unfortunately, her family has completely forgotten and make up last-minute birthday promises to Haruko. The game begins like any other normal day for the family members - father Taneo, mother Etsuko, daughter Ririka, and son Tsuyoshi - until strings of events stand as obstacles in their way of returning to Haruko's with the presents.",1999-06-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71308,119397,TNN Outdoors Pro Hunter 2,NULL,1999-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
71540,141046,Beatmania IIDX Club Version,NULL,1999-04-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71653,37522,Chocobo no Fushigi Dungeon,NULL,1999-04-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71661,43750,Aironauts,NULL,1999-09-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71760,113551,El Caso de la Pathfinder,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71764,49839,Bomberman Max: Blue Champion,NULL,1999-12-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71787,93383,Miniverse Minigolf,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71933,128794,Krakels ABC: Ordlek,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
72055,142652,Genocide,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
72106,62209,Napoleon 1813,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
72263,23132,Evolution: The World of Sacred Device,NULL,1999-01-21 00:00:00.000,NULL,NULL,71.0000,1,NULL,NULL
72457,16203,Myst: Masterpiece Edition,"Alone on a mysterious island, you set out to explore its grandeur and mystery. Hear how a chilling tale of intrigue and treachery, defying all boundaries of space and time, is being told.",1999-08-24 00:00:00.000,2,NULL,NULL,NULL,86.4192,12
72487,1986,The 4th Coming,NULL,1999-05-14 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
72569,37470,Umizuri ni Ikou!,NULL,1999-05-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
72679,92586,Djuphavsjakten,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
72883,56736,Pachi-Slot Aruze Ōkoku 2,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73188,73464,The Magic School Bus Explores the World of Animals,NULL,1999-04-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73297,94296,Puma Street Soccer,NULL,1999-05-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73550,64911,Rittai Ninja Katsugeki Tenchu: Shinobi Hyakusen,NULL,1999-11-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73622,80676,Sensible Soccer 2000,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73678,41037,Metal Gear Solid: Integral,NULL,1999-06-25 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
73733,115759,Field & Stream - Trophy Hunting,NULL,1999-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
73814,49877,Super Mario Bros. Deluxe,"Once upon a time, the peaceful Mushroom Kingdom was invaded by the Koopa, a tribe of turtles famous for their dark magic. These terrible terrapins transformed the peace loving Mushroom People into stones, bricks, and ironically, mushrooms, then set their own evil king on the throne. In the wake of the ghastly coup d'etat, the beautiful Mushroom Kingdom fell into ruin and despair.  It is said that only the daughter of the Mushroom King, Princess Toadstool, can break the evil spell and return the inhabitants of Mushroom kingdom to their normal selves.  But the King of the Koopas, knowing of this prophecy, kidnapped the lovely Princess and hid her away in one of his castles.  Word of the terrible plight of the Mushroom People quickly spread throughout the land, eventually reaching the ears of a humble plumber. The simple, yet valiant Mario vowed to rescue the Princess and free her subjects from King Koopa's tyrannous reign. But can Mario really overcome the many obstacles facing him and become a true hero?",1999-05-10 00:00:00.000,1,NULL,82.0000,1,64.8342,18
73967,20432,NHL FaceOff 2000,NULL,1999-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
74556,135509,Dance Dance Revolution Solo BASS MIX,NULL,1999-08-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
74557,19222,Digging Jim,NULL,1999-02-12 00:00:00.000,5,NULL,NULL,NULL,NULL,NULL
75258,8278,Warpath: Jurassic Park,NULL,1999-10-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
75269,92977,Arcade Party Pak,NULL,1999-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
75363,72539,Action Man: Raid on Island X,"Action Man was originally a popular toy action figure, the U.K.'s version of G.I. Joe, before becoming a more generic action/extreme sports hero on a 3D animated television show. The goal of this kid's action-adventure game is to raid your arch nemesis Dr. X’s island, rescue your sidekick who has been kidnapped and prevent Dr. X from destroying the world by polluting the environment and doing terrible experiments on plants and animals.    You start in your base and create your own hero choosing different faces, shirts, pants, etc. Training missions will improve your skills on a firing range, bungee jumping, scuba diving, taking photographs, and street luge. Then other areas will open up and Action Man will journey through varied locales such as urban cities, tropical forests, and the frozen arctic. You'll swim, jump, and climb your way through levels battling criminals and avoiding dangers of all sorts.    From your secret headquarters, you can use the monitor to see a map and choose which adventure you want to play. You can access various equipment, weapons and tools. Other features include a print function giving hard copies of colourful maps, missions, stickers and secret documents.",1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
75464,26132,Rippin' Riders Snowboarding,NULL,1999-08-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
